deal_id,candidate_id,restaurant_id,restaurant_name,deal_title,deal_description,public_title,public_description,deal_type,alcohol_classification,days_available,start_time,end_time,start_date,end_date,recurrence,price,discount,minimum_purchase,dine_in,takeout,delivery,happy_hour,source_id,source_capture_id,source_check_id,direct_confirmation_id,source_tier,source_url,source_name,evidence_type,evidence_captured_at,evidence_url_or_path,archive_url_or_path,screenshot_path,source_quote,evidence_summary,content_hash,last_seen_active,last_verified_at,expires_on,next_check_due,confidence_status,workflow_status,mvp_publish_eligible,publish_block_reason,location_scope_status,location_evidence,review_task_id,review_reason,assigned_reviewer,review_decision,decision_reason,reviewed_by,reviewed_at,public_copy_approved,restriction_notes,uncertainty_flags,conflict_detected,conflicting_source_url,validation_notes,added_by,created_at,updated_at,published_at,hidden_at,supersedes_deal_id
deal-wilmington-k38-porters-neck-monday-5-food-items,cand-wilmington-2026-06-13-k38-porters-neck-monday-5-food-items,k38-porters-neck,K38 Porters Neck,Monday $5 food items,Official Porters Neck page lists Monday food specials with food items starting at 5 PM; drink copy suppressed.,$5 Monday food specials at K38 Porters Neck,"Food specials start at 5 PM and are dine-in only. Official page lists Baja fish tacos, large queso, large guac, large elote, Poor Surfer, and chicken elote rolls; drink copy suppressed.",other_food_special,food_only,Monday,17:00,,,,weekly,$5,,,true,false,false,false,src-k38-porters-neck-primary,cap-wilmington-2026-06-13-k38-porters-neck-official,chk-wilmington-2026-06-13-k38-porters-neck-official,,tier_1_official,https://k38bajagrill.com/locations/porters-neck/,K38 Porters Neck official location page,official_website_normalized_text,2026-06-13T09:45:00-04:00,https://k38bajagrill.com/locations/porters-neck/,fixtures/prototype/evidence/verified-static/src-k38-porters-neck-primary.md,app/public/evidence/source-screenshots/src-k38-porters-neck-primary.png,Monday food special is listed as Cinco de Monday with food items; food specials start at 5 PM; all specials are dine in only.,"Official K38 Porters Neck source supports Monday food-special items, start time, dine-in restriction, and Wilmington address.",sha256:3b0fc63b2c9ad82ddfe8844e7b10d48efee1b195e1677bcae5b0664150877c1c,2026-06-13,2026-06-13,,2026-07-13,verified,approved,true,,wilmington_confirmed,Official source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-k38-porters-neck-monday,"Public copy, exact wording, restrictions, and timing uncertainty evaluated before approval.",codex_phase_1r,approved,"Official source supports food-only Monday special, start time, and dine-in restriction; alcohol copy suppressed.",codex_phase_1r,2026-06-13T11:30:00-04:00,true,Food specials start at 5 PM; dine in only; exact end time not listed.,end_time_unknown;alcohol_copy_suppressed,false,,Static prototype deal; food-only copy approved and source-linked.,codex_phase_1r,2026-06-13,2026-06-13T11:30:00-04:00,2026-06-13T11:30:00-04:00,,
deal-wilmington-k38-porters-neck-wednesday-quesadilla,cand-wilmington-2026-06-13-k38-porters-neck-wednesday-quesadilla,k38-porters-neck,K38 Porters Neck,Wednesday half-off De La Casa quesadilla,Official Porters Neck page lists half-off De La Casa quesadilla on Wednesday starting at 5 PM; drink copy suppressed.,Half-off De La Casa quesadillas at K38 Porters Neck,De La Casa quesadillas are half-off on Wednesdays. Food specials start at 5 PM and are dine-in only; drink copy suppressed.,other_food_special,food_only,Wednesday,17:00,,,,weekly,,50% off,,true,false,false,false,src-k38-porters-neck-primary,cap-wilmington-2026-06-13-k38-porters-neck-official,chk-wilmington-2026-06-13-k38-porters-neck-official,,tier_1_official,https://k38bajagrill.com/locations/porters-neck/,K38 Porters Neck official location page,official_website_normalized_text,2026-06-13T09:45:00-04:00,https://k38bajagrill.com/locations/porters-neck/,fixtures/prototype/evidence/verified-static/src-k38-porters-neck-primary.md,app/public/evidence/source-screenshots/src-k38-porters-neck-primary.png,Wednesday special lists half off De La Casa quesadilla; food specials start at 5 PM; all specials are dine in only.,"Official K38 Porters Neck source supports Wednesday quesadilla discount, start time, dine-in restriction, and Wilmington address.",sha256:3b0fc63b2c9ad82ddfe8844e7b10d48efee1b195e1677bcae5b0664150877c1c,2026-06-13,2026-06-13,,2026-07-13,verified,approved,true,,wilmington_confirmed,Official source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-k38-porters-neck-wednesday,"Public copy, exact wording, restrictions, and timing uncertainty evaluated before approval.",codex_phase_1r,approved,"Official source supports food-only Wednesday quesadilla discount, start time, and dine-in restriction; alcohol copy suppressed.",codex_phase_1r,2026-06-13T11:30:00-04:00,true,Food specials start at 5 PM; dine in only; base price and exact end time not listed.,base_price_not_captured;end_time_unknown;alcohol_copy_suppressed,false,,Static prototype deal; food-only copy approved and source-linked.,codex_phase_1r,2026-06-13,2026-06-13T11:30:00-04:00,2026-06-13T11:30:00-04:00,,
deal-wilmington-k38-forum-monday-5-food-items,cand-wilmington-2026-06-13-k38-forum-monday-5-food-items,k38-forum,K38 Forum,Monday $5 food items,Official Forum page lists Monday food specials with food items starting at 5 PM; drink copy suppressed.,$5 Monday food specials at K38 Forum,"Food specials start at 5 PM and are dine-in only. Official page lists Baja fish tacos, large queso, large guac, large elote, Poor Surfer, and chicken elote rolls; drink copy suppressed.",other_food_special,food_only,Monday,17:00,,,,weekly,$5,,,true,false,false,false,src-k38-forum-primary,cap-wilmington-2026-06-13-k38-forum-official,chk-wilmington-2026-06-13-k38-forum-official,,tier_1_official,https://k38bajagrill.com/locations/forum/,K38 Forum official location page,official_website_normalized_text,2026-06-13T09:45:00-04:00,https://k38bajagrill.com/locations/forum/,fixtures/prototype/evidence/verified-static/src-k38-forum-primary.md,app/public/evidence/source-screenshots/src-k38-forum-primary.png,Monday food special is listed as Cinco de Monday with food items; food specials start at 5 PM; all specials are dine in only.,"Official K38 Forum source supports Monday food-special items, start time, dine-in restriction, and Wilmington address.",sha256:344d82b3716beb8d399da7e4efebf298933dcb857cbc3cf9d223ab1d305fa42f,2026-06-13,2026-06-13,,2026-07-13,verified,approved,true,,wilmington_confirmed,Official source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-k38-forum-monday,"Public copy, exact wording, restrictions, and timing uncertainty evaluated before approval.",codex_phase_1r,approved,"Official source supports food-only Monday special, start time, and dine-in restriction; alcohol copy suppressed.",codex_phase_1r,2026-06-13T11:30:00-04:00,true,Food specials start at 5 PM; dine in only; exact end time not listed.,end_time_unknown;alcohol_copy_suppressed,false,,Static prototype deal; food-only copy approved and source-linked.,codex_phase_1r,2026-06-13,2026-06-13T11:30:00-04:00,2026-06-13T11:30:00-04:00,,
deal-wilmington-k38-forum-wednesday-quesadilla,cand-wilmington-2026-06-13-k38-forum-wednesday-quesadilla,k38-forum,K38 Forum,Wednesday half-off De La Casa quesadilla,Official Forum page lists half-off De La Casa quesadilla on Wednesday starting at 5 PM; drink copy suppressed.,Half-off De La Casa quesadillas at K38 Forum,De La Casa quesadillas are half-off on Wednesdays. Food specials start at 5 PM and are dine-in only; drink copy suppressed.,other_food_special,food_only,Wednesday,17:00,,,,weekly,,50% off,,true,false,false,false,src-k38-forum-primary,cap-wilmington-2026-06-13-k38-forum-official,chk-wilmington-2026-06-13-k38-forum-official,,tier_1_official,https://k38bajagrill.com/locations/forum/,K38 Forum official location page,official_website_normalized_text,2026-06-13T09:45:00-04:00,https://k38bajagrill.com/locations/forum/,fixtures/prototype/evidence/verified-static/src-k38-forum-primary.md,app/public/evidence/source-screenshots/src-k38-forum-primary.png,Wednesday special lists half off De La Casa quesadilla; food specials start at 5 PM; all specials are dine in only.,"Official K38 Forum source supports Wednesday quesadilla discount, start time, dine-in restriction, and Wilmington address.",sha256:344d82b3716beb8d399da7e4efebf298933dcb857cbc3cf9d223ab1d305fa42f,2026-06-13,2026-06-13,,2026-07-13,verified,approved,true,,wilmington_confirmed,Official source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-k38-forum-wednesday,"Public copy, exact wording, restrictions, and timing uncertainty evaluated before approval.",codex_phase_1r,approved,"Official source supports food-only Wednesday quesadilla discount, start time, and dine-in restriction; alcohol copy suppressed.",codex_phase_1r,2026-06-13T11:30:00-04:00,true,Food specials start at 5 PM; dine in only; base price and exact end time not listed.,base_price_not_captured;end_time_unknown;alcohol_copy_suppressed,false,,Static prototype deal; food-only copy approved and source-linked.,codex_phase_1r,2026-06-13,2026-06-13T11:30:00-04:00,2026-06-13T11:30:00-04:00,,
deal-wilmington-prost-2026-06-16-smash-burger,cand-wilmington-2026-06-13-prost-tuesday-smash-burger,prost-biergarten,Prost Biergarten,Tuesday smash burger lunch special,Official Prost specials page lists a Tuesday June 16 smash burger lunch special for $10 from 11 AM to 4 PM; drink copy suppressed.,$10 smash burger lunch at Prost,"On Tuesday June 16, Prost lists a smash burger lunch special for $10 from 11 AM to 4 PM. Dine-in only for this static prototype; alcohol copy suppressed.",lunch_special,food_only,Tuesday,11:00,16:00,2026-06-16,2026-06-16,date_specific,$10,,,true,false,false,false,src-prost-biergarten-primary,cap-wilmington-2026-06-13-prost-specials-official,chk-wilmington-2026-06-13-prost-specials-official,,tier_1_official,https://prostilm.com/wilmington-downtown-prost-biergarten-happy-hours-specials,Prost Biergarten official specials page,official_website_normalized_text,2026-06-13T09:45:00-04:00,https://prostilm.com/wilmington-downtown-prost-biergarten-happy-hours-specials,fixtures/prototype/evidence/verified-static/src-prost-biergarten-primary-2026-06-13.md,app/public/evidence/source-screenshots/src-prost-biergarten-primary-2026-06-13.png,Tuesday June 16 lists a smash burger lunch special for $10 from 11 AM to 4 PM.,Official Prost specials page supports date-specific Tuesday smash burger lunch special; alcohol items suppressed.,sha256:32732e19d2b8c782cee3e0c95626d4347604e50bbc4df23b6ea42bf78c5cd950,2026-06-13,2026-06-13,2026-06-17,2026-06-16,verified,approved,true,,wilmington_confirmed,Official source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-prost-tuesday-smash-burger,"Public copy, service modes, evidence, restrictions, and food-only scope approved for static prototype publication.",codex_research_review,approved,Official source supports a date-specific Tuesday June 16 $10 smash burger lunch special from 11 AM to 4 PM; alcohol copy suppressed and service modes limited to dine-in public copy.,codex_phase_1u,2026-06-13T16:45:00-04:00,true,Date-specific Tuesday June 16 special; 11 AM to 4 PM; published as dine-in only for prototype; takeout/delivery not advertised.,date_windowed;takeout_delivery_not_advertised;alcohol_copy_suppressed;static_prototype_only,false,,Static prototype deal; food-only copy approved and source-linked in Phase 1U.,codex,2026-06-13,2026-06-13T16:45:00-04:00,2026-06-13T16:45:00-04:00,,
deal-wilmington-prost-2026-06-17-reuben,cand-wilmington-2026-06-13-prost-wednesday-reuben,prost-biergarten,Prost Biergarten,Wednesday Reuben lunch special,Official Prost specials page lists a Wednesday June 17 Reuben lunch special for $15 from 11 AM to 4 PM; drink copy suppressed.,$15 Reuben lunch at Prost,"On Wednesday June 17, Prost lists a Reuben lunch special for $15 from 11 AM to 4 PM. Dine-in only for this static prototype; alcohol copy suppressed.",lunch_special,food_only,Wednesday,11:00,16:00,2026-06-17,2026-06-17,date_specific,$15,,,true,false,false,false,src-prost-biergarten-primary,cap-wilmington-2026-06-13-prost-specials-official,chk-wilmington-2026-06-13-prost-specials-official,,tier_1_official,https://prostilm.com/wilmington-downtown-prost-biergarten-happy-hours-specials,Prost Biergarten official specials page,official_website_normalized_text,2026-06-13T09:45:00-04:00,https://prostilm.com/wilmington-downtown-prost-biergarten-happy-hours-specials,fixtures/prototype/evidence/verified-static/src-prost-biergarten-primary-2026-06-13.md,app/public/evidence/source-screenshots/src-prost-biergarten-primary-2026-06-13.png,Wednesday June 17 lists a Reuben lunch special for $15 from 11 AM to 4 PM.,Official Prost specials page supports date-specific Wednesday Reuben lunch special; alcohol items suppressed.,sha256:32732e19d2b8c782cee3e0c95626d4347604e50bbc4df23b6ea42bf78c5cd950,2026-06-13,2026-06-13,2026-06-18,2026-06-17,verified,approved,true,,wilmington_confirmed,Official source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-prost-wednesday-reuben,"Public copy, service modes, evidence, restrictions, and food-only scope approved for static prototype publication.",codex_research_review,approved,Official source supports a date-specific Wednesday June 17 $15 Reuben lunch special from 11 AM to 4 PM; alcohol copy suppressed and service modes limited to dine-in public copy.,codex_phase_1u,2026-06-13T16:45:00-04:00,true,Date-specific Wednesday June 17 special; 11 AM to 4 PM; published as dine-in only for prototype; takeout/delivery not advertised.,date_windowed;takeout_delivery_not_advertised;alcohol_copy_suppressed;static_prototype_only,false,,Static prototype deal; food-only copy approved and source-linked in Phase 1U.,codex,2026-06-13,2026-06-13T16:45:00-04:00,2026-06-13T16:45:00-04:00,,
deal-wilmington-fire-bowl-lunch-special,cand-wilmington-2026-06-13-fire-bowl-lunch-special,fire-bowl,Fire Bowl Asian Cuisine,Monday-Saturday lunch specials,Official Fire Bowl lunch specials page lists lunch specials from Monday-Saturday 11 AM-3 PM served with fried rice; common lunch items $7.75-$7.95 and chicken wing lunch $8.55.,Fire Bowl lunch specials from $7.75,"Lunch specials run Monday-Saturday from 11 AM to 3 PM and are served with fried rice. Official page lists most chicken, beef, vegetable, and lo mein lunch items at $7.75, shrimp lunch items at $7.95, and chicken wing lunch at $8.55.",lunch_special,food_only,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday,11:00,15:00,,,weekly,$7.75-$8.55,,,true,true,true,false,src-fire-bowl-lunch-specials,cap-wilmington-2026-06-13-fire-bowl-lunch-specials,chk-wilmington-2026-06-13-fire-bowl-lunch-specials,,tier_1_official,http://www.firebowlwilmington.com/catalog.aspx?cid=1,Fire Bowl Asian Cuisine official lunch specials page,official_website_normalized_text,2026-06-13T10:05:00-04:00,http://www.firebowlwilmington.com/catalog.aspx?cid=1,fixtures/prototype/evidence/verified-static/src-fire-bowl-lunch-specials.md,app/public/evidence/source-screenshots/src-fire-bowl-lunch-specials.png,"Official page lists Lunch Special from Mon.-Sat. 11:00 am-3:00 pm served with fried rice; items include $7.75 chicken/beef/vegetable options, $7.95 shrimp options, and $8.55 chicken wing.","Official Fire Bowl source supports lunch-special schedule, price range, included fried rice, service modes from official site context, and Wilmington address.",sha256:bea8a8277b6d3176e1c949bd37a4567cf132efbfee88d5d78a36380bfb64d9dd,2026-06-13,2026-06-13,,2026-07-13,verified,approved,true,,wilmington_confirmed,Official source page/homepage confirms Wilmington NC address.,rt-wilmington-2026-06-13-fire-bowl-lunch-special,Source-backed candidate reviewed for static prototype public feed.,codex_phase_1s,approved,"Official source supports lunch-special schedule, price range, included fried rice, service-mode context, and Wilmington address; HTTP-only source retained with local screenshot proof.",codex_phase_1s,2026-06-13T12:10:00-04:00,true,Monday-Saturday 11 AM to 3 PM; served with fried rice; HTTP-only source preserved with local static proof.,http_only_source;menu_category_as_deal,false,,Static prototype deal; food-only copy approved and source-linked.,codex_phase_1s,2026-06-13,2026-06-13T12:10:00-04:00,2026-06-13T12:10:00-04:00,,
deal-wilmington-melting-pot-thursdate,cand-wilmington-2026-06-13-melting-pot-thursdate,melting-pot-wilmington,The Melting Pot - Wilmington,Thursday Thursdate four-course dinner,Official Wilmington events page lists Thursday Thursdate four-course dinner for $59 per person with minimum purchase of two.,Melting Pot Thursdate dinner for $59 per person,Thursdate is listed as a Thursday four-course dinner for $59 per person at the Wilmington location. Minimum purchase of two required.,event_food_special,food_only,Thursday,17:00,22:00,,,weekly,$59 per person,,minimum purchase of two,true,false,false,false,src-melting-pot-wilmington-events,cap-wilmington-2026-06-13-melting-pot-events,chk-wilmington-2026-06-13-melting-pot-events,,tier_1_official,https://www.meltingpot.com/wilmington-nc/melting-pot-events.aspx,The Melting Pot Wilmington official events page,official_website_normalized_text,2026-06-13T10:40:00-04:00,https://www.meltingpot.com/wilmington-nc/melting-pot-events.aspx,fixtures/prototype/evidence/verified-static/src-melting-pot-wilmington-events.md,app/public/evidence/source-screenshots/src-melting-pot-wilmington-events.png,Official page lists Thursdate four-course dinner for $59 per person and says offer is valid at the Melting Pot of Wilmington with minimum purchase of two required.,"Official Melting Pot Wilmington source supports Thursday four-course dinner price, minimum purchase restriction, and Wilmington address.",sha256:c0ab8454147d296a50ba9e52f4a6a1519495714cd90cca1fa4c1343c973d8325,2026-06-13,2026-06-13,,2026-07-13,verified,approved,true,,wilmington_confirmed,Official source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-melting-pot-thursdate,Source-backed candidate reviewed for static prototype public feed.,codex_phase_1s,approved,"Official Wilmington events source supports Thursdate price, minimum purchase, dine-in event framing, and Wilmington address.",codex_phase_1s,2026-06-13T12:10:00-04:00,true,Thursday event; minimum purchase of two required; dine-in event framing; takeout and delivery not applicable.,chain_location_specificity;minimum_purchase_required,false,,Static prototype deal; food-only copy approved and source-linked.,codex_phase_1s,2026-06-13,2026-06-13T12:10:00-04:00,2026-06-13T12:10:00-04:00,,
deal-wilmington-melting-pot-military-monday,cand-wilmington-2026-06-13-melting-pot-military-monday,melting-pot-wilmington,The Melting Pot - Wilmington,Military Mondays food discount,Official Wilmington events page lists Military Mondays up to 25% off all food for active duty reserve and retired military.,Military Mondays up to 25% off food at Melting Pot,"Active duty, reserve, and retired military personnel are listed as receiving up to 25% off food on Mondays. Discount cannot combine with other specials or coupons.",other_food_special,food_only,Monday,17:00,22:00,,,weekly,,up to 25% off,active duty reserve or retired military personnel,true,false,false,false,src-melting-pot-wilmington-events,cap-wilmington-2026-06-13-melting-pot-events,chk-wilmington-2026-06-13-melting-pot-events,,tier_1_official,https://www.meltingpot.com/wilmington-nc/melting-pot-events.aspx,The Melting Pot Wilmington official events page,official_website_normalized_text,2026-06-13T10:40:00-04:00,https://www.meltingpot.com/wilmington-nc/melting-pot-events.aspx,fixtures/prototype/evidence/verified-static/src-melting-pot-wilmington-events.md,app/public/evidence/source-screenshots/src-melting-pot-wilmington-events.png,"Official page lists Military Mondays every Monday with up to 25% off all food for active duty, reserve, and retired military personnel.","Official Melting Pot Wilmington source supports Monday restricted food discount, eligibility restriction, coupon restriction, and Wilmington address.",sha256:c0ab8454147d296a50ba9e52f4a6a1519495714cd90cca1fa4c1343c973d8325,2026-06-13,2026-06-13,,2026-07-13,verified,approved_with_uncertainty,true,,wilmington_confirmed,Official source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-melting-pot-military-monday,"Public copy, service modes, evidence, restrictions, and food-only scope approved for static prototype publication.",codex_research_review,approved,Official Wilmington events source supports a restricted-audience Monday food discount; public copy explicitly names eligibility and up-to discount limitation.,codex_phase_1u,2026-06-13T16:45:00-04:00,true,"Restricted to active duty, reserve, and retired military personnel; up to 25% off food; cannot combine with other specials or coupons; dine-in event framing.",restricted_audience;up_to_discount;static_prototype_only,false,,Static prototype deal; food-only copy approved and source-linked in Phase 1U.,codex,2026-06-13,2026-06-13T16:45:00-04:00,2026-06-13T16:45:00-04:00,,
deal-wilmington-lucky-star-lunch-special,cand-wilmington-2026-06-13-lucky-star-lunch-special,lucky-star-oleander,Lucky Star - Oleander Dr,Daily lunch specials,Restaurant-branded ordering page lists Lunch Special Mon-Sun 11 AM-3 PM served with roast pork fried rice; visible lunch items are $8.99.,Lucky Star lunch specials for $8.99,Lunch specials are listed Monday-Sunday from 11 AM to 3 PM and served with roast pork fried rice. Visible lunch items on the source page are $8.99.,lunch_special,food_only,Monday;Tuesday;Wednesday;Thursday;Friday;Saturday;Sunday,11:00,15:00,,,weekly,$8.99,,,false,true,true,false,src-lucky-star-oleander-menu,cap-wilmington-2026-06-13-lucky-star-lunch-specials,chk-wilmington-2026-06-13-lucky-star-lunch-specials,,tier_1_official,https://www.luckystar-nc.com/menu,Lucky Star Oleander restaurant-branded menu page,official_ordering_page_normalized_text,2026-06-13T10:40:00-04:00,https://www.luckystar-nc.com/menu,fixtures/prototype/evidence/verified-static/src-lucky-star-oleander-menu-2026-06-13.md,app/public/evidence/source-screenshots/src-lucky-star-oleander-menu-2026-06-13.png,Restaurant-branded ordering page lists Lunch Special Mon-Sun 11:00 am-3:00 pm served with roast pork fried rice; visible lunch items are $8.99.,"Restaurant-branded Lucky Star source supports lunch-special schedule, price, included roast pork fried rice, pickup/delivery context, and Wilmington address.",sha256:79a8eaad002e6337a0ec5862c8dabfbda418935665477738222f71d9f54f8502,2026-06-13,2026-06-13,,2026-06-27,verified,approved,true,,wilmington_confirmed,Restaurant-branded source page confirms Wilmington NC address.,rt-wilmington-2026-06-13-lucky-star-lunch-special,"Public copy, service modes, evidence, restrictions, and food-only scope approved for static prototype publication.",codex_research_review,approved,"Restaurant-source list identifies the restaurant-branded menu URL as the official website and ordering URL; source supports lunch-special schedule, price, pickup/delivery context, and Wilmington address.",codex_phase_1u,2026-06-13T16:45:00-04:00,true,Pickup/takeout and delivery supported by ordering context; dine-in not advertised in public copy.,official_ordering_page_accepted;menu_category_as_deal;static_prototype_only,false,,Static prototype deal; food-only copy approved and source-linked in Phase 1U.,codex,2026-06-13,2026-06-13T16:45:00-04:00,2026-06-13T16:45:00-04:00,,
