source_capture_id,source_id,restaurant_id,captured_at,captured_by,capture_method,source_url,source_final_url,source_title,source_published_at,source_observed_at,evidence_type,extracted_text_or_confirmation_note,content_hash,screenshot_path,archive_url_or_path,metadata_json,capture_status,notes
cap-wilmington-2026-06-13-k38-porters-neck-official,src-k38-porters-neck-primary,k38-porters-neck,2026-06-13T09:45:00-04:00,codex,manual_official_web_review,https://k38bajagrill.com/locations/porters-neck/,https://k38bajagrill.com/locations/porters-neck/,K38 Porters Neck official location page,,2026-06-13,official_website_normalized_text,"Official K38 Porters Neck page confirms Wilmington address, Monday food special items, Wednesday quesadilla discount, food specials start at 5 PM, and dine-in-only restriction. Alcohol copy is excluded.",sha256:3b0fc63b2c9ad82ddfe8844e7b10d48efee1b195e1677bcae5b0664150877c1c,app/public/evidence/source-screenshots/src-k38-porters-neck-primary.png,fixtures/prototype/evidence/verified-static/src-k38-porters-neck-primary.md,"{""official_url"":""https://k38bajagrill.com/locations/porters-neck/"",""hash_subject"":""extracted_text_or_confirmation_note"",""source_lines"":""official page lines 90-144"",""alcohol_suppression_required"":true,""evidence_file_sha256"":""sha256:0ecd0e19ac0a0ba4822a85a4190afacefa93b6424f7433f0849596bda353df3b"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-k38-porters-neck-primary.md"",""screenshot_file_sha256"":""sha256:d4e4b54cebb9fa7a65a50a3c15d8d3746ec418b9153f988afe3da18b9b30ca46"",""screenshot_file_path"":""app/public/evidence/source-screenshots/src-k38-porters-neck-primary.png""}",captured,Fresh official-source check promoted to static public fixture; alcohol copy suppressed.
cap-wilmington-2026-06-13-k38-forum-official,src-k38-forum-primary,k38-forum,2026-06-13T09:45:00-04:00,codex,manual_official_web_review,https://k38bajagrill.com/locations/forum/,https://k38bajagrill.com/locations/forum/,K38 Forum official location page,,2026-06-13,official_website_normalized_text,"Official K38 Forum page confirms Wilmington address, Monday food special items, Wednesday quesadilla discount, food specials start at 5 PM, and dine-in-only restriction. Alcohol copy is excluded.",sha256:344d82b3716beb8d399da7e4efebf298933dcb857cbc3cf9d223ab1d305fa42f,app/public/evidence/source-screenshots/src-k38-forum-primary.png,fixtures/prototype/evidence/verified-static/src-k38-forum-primary.md,"{""official_url"":""https://k38bajagrill.com/locations/forum/"",""hash_subject"":""extracted_text_or_confirmation_note"",""source_lines"":""official page lines 90-144"",""alcohol_suppression_required"":true,""evidence_file_sha256"":""sha256:5f7109794f9e5cc1662c84840d125f6e8c742d5b04b67fd4b2fde78fa2b1f06b"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-k38-forum-primary.md"",""screenshot_file_sha256"":""sha256:d4d9c5f3ea1130af4e61231263d42e5bdf4fe95c8e5ea703ad3a3577e6f27dde"",""screenshot_file_path"":""app/public/evidence/source-screenshots/src-k38-forum-primary.png""}",captured,Fresh official-source check promoted to static public fixture; alcohol copy suppressed.
cap-wilmington-2026-06-13-prost-specials-official,src-prost-biergarten-primary,prost-biergarten,2026-06-13T09:45:00-04:00,codex,manual_official_web_review,https://prostilm.com/wilmington-downtown-prost-biergarten-happy-hours-specials,https://prostilm.com/wilmington-downtown-prost-biergarten-happy-hours-specials,Prost Biergarten official specials page,,2026-06-13,official_website_normalized_text,"Official Prost specials page checked 2026-06-13 lists current date-windowed lunch food specials: Tuesday June 16 smash burger lunch special $10 from 11 AM to 4 PM, Wednesday June 17 Reuben lunch special $15 from 11 AM to 4 PM, and Thursday June 18 pierogies lunch special from 11 AM to 4 PM with no visible price. Alcohol copy is excluded.",sha256:32732e19d2b8c782cee3e0c95626d4347604e50bbc4df23b6ea42bf78c5cd950,ops/research/intake/wilmington-2026-06-13/screenshots/src-prost-biergarten-primary-2026-06-13.png,,"{""official_url"":""https://prostilm.com/wilmington-downtown-prost-biergarten-happy-hours-specials"",""hash_subject"":""normalized_current_food_special_claims"",""source_lines"":""official page lines 36-109"",""alcohol_suppression_required"":true,""volatile_date_window"":true,""screenshot_file_sha256"":""sha256:5c522af4c6fad0d5d4ed974534ade2db193040a3f0dbd87c6c1f863f5a5fcf88"",""screenshot_file_path"":""ops/research/intake/wilmington-2026-06-13/screenshots/src-prost-biergarten-primary-2026-06-13.png""}",captured,Volatile official specials page; date-windowed candidates need short expiry.
cap-wilmington-2026-06-13-seabird-official,src-seabird-primary,seabird,2026-06-13T09:45:00-04:00,codex,manual_official_web_review,https://www.seabirdnc.com/,https://www.seabirdnc.com/,Seabird official website,,2026-06-13,official_website_identity_check,"Official Seabird site confirms 1 S. Front St Wilmington NC and menu/event pages, but no current food-special price/day claim was visible in this pass.",sha256:5163e18b2aa302184ad0c3d5c9cc1dee16915f8ef7a712aee09eb2d6ff99fb8b,,,"{""official_url"":""https://www.seabirdnc.com/"",""hash_subject"":""identity_and_no_deal_signal_review"",""source_lines"":""home/menu/events pages""}",partial,Identity/source lead only; do not create public deal without official special or direct confirmation.
cap-wilmington-2026-06-13-mess-hall-official,src-mess-hall-primary,mess-hall,2026-06-13T09:45:00-04:00,codex,manual_official_web_review,https://messhallilm.com/,https://messhallilm.com/,Mess Hall official website and menu,,2026-06-13,official_website_identity_check,"Official Mess Hall site confirms 2136 Wrightsville Ave Wilmington NC, hours, menu, takeout and delivery links, but no current food-special price/day claim was visible in this pass.",sha256:1b90762d421505c199ae507af7499e0817ac0ae2820851d3f74349ff763b038c,,,"{""official_url"":""https://messhallilm.com/"",""hash_subject"":""identity_and_no_deal_signal_review"",""source_lines"":""home/menu pages""}",partial,Identity/source lead only; do not create public deal without official special or direct confirmation.
cap-wilmington-2026-06-13-banh-sai-official,src-banh-sai-primary,banh-sai,2026-06-13T10:05:00-04:00,codex,manual_official_web_review,https://banhsai.com/,https://banhsai.com/,Banh Sai official website,,2026-06-13,official_website_identity_check,Official Banh Sai site confirms 2162 Wrightsville Ave Wilmington NC and rotating monthly katsu sandwich specials; official site links ordering pages for pickup and delivery. No exact recurring day/time discount claim captured.,sha256:086df1560514eabe3c6f2724d567276176e0ba2c08388a06d3bef6f7a5a9417c,,,"{""official_url"":""https://banhsai.com/"",""hash_subject"":""identity_and_rotating_specials_lead"",""source_lines"":""official page lines 4-39""}",partial,Source lead only; rotating specials language is not enough for a deal row.
cap-wilmington-2026-06-13-banh-sai-toast-ordering,src-banh-sai-toast-ordering,banh-sai,2026-06-13T10:05:00-04:00,codex,manual_partner_ordering_review,https://order.toasttab.com/online/banh-sai-cargo-district-2162-wrightsville-avenue,https://order.toasttab.com/online/banh-sai-cargo-district-2162-wrightsville-avenue,Banh Sai Cargo District Toast ordering page,,2026-06-13,partner_ordering_page_normalized_text,"Official-linked Toast ordering page for Banh Sai Cargo District confirms 2162 Wrightsville Avenue Wilmington NC, pickup and delivery, and current Specials category items including Sweet Heat Wings $15 and The Kano katsu sandwich $14 out of stock. No recurring day/time discount claim captured.",sha256:f1931e5c4bc34f30cda6098a9980dedae812e9b2ab7a0dabb324adf2d6bb4a87,,,"{""official_url"":""https://banhsai.com/"",""partner_url"":""https://order.toasttab.com/online/banh-sai-cargo-district-2162-wrightsville-avenue"",""hash_subject"":""partner_ordering_specials_lead"",""source_lines"":""Toast page lines 14-80"",""partner_source"":true}",partial,Partner ordering source is a lead; no public deal without official/direct confirmation and review.
cap-wilmington-2026-06-13-fire-bowl-homepage,src-fire-bowl-homepage,fire-bowl,2026-06-13T10:05:00-04:00,codex,manual_official_web_review,http://www.firebowlwilmington.com/,http://www.firebowlwilmington.com/,Fire Bowl Asian Cuisine official homepage,,2026-06-13,official_website_identity_check,"Official Fire Bowl homepage confirms 7134 Market Street, Suite 1, Wilmington NC 28411, dine in, take out and delivery, and open hours. HTTPS has certificate/host issues; HTTP official site is reachable.",sha256:495774fb5a6ad5681702e765f8c5adcbcf79f7e3fff1c49a0b890171c13f225f,,,"{""official_url"":""http://www.firebowlwilmington.com/"",""hash_subject"":""identity_service_modes_and_http_access"",""source_lines"":""official homepage lines 1-220"",""http_only_source"":true}",captured,HTTP-only official source; reviewer should capture durable proof before publication.
cap-wilmington-2026-06-13-fire-bowl-lunch-specials,src-fire-bowl-lunch-specials,fire-bowl,2026-06-13T10:05:00-04:00,codex,manual_official_web_review,http://www.firebowlwilmington.com/catalog.aspx?cid=1,http://www.firebowlwilmington.com/catalog.aspx?cid=1,Fire Bowl official lunch specials page,,2026-06-13,official_website_normalized_text,"Official Fire Bowl lunch special page confirms Wilmington location through official site context and lists Lunch Special from Mon. - Sat. 11:00 am - 3:00 pm, served with fried rice, with chicken/beef/vegetable lunch items at $7.75, shrimp lunch items at $7.95, and chicken wing (6) at $8.55.",sha256:bea8a8277b6d3176e1c949bd37a4567cf132efbfee88d5d78a36380bfb64d9dd,app/public/evidence/source-screenshots/src-fire-bowl-lunch-specials.png,fixtures/prototype/evidence/verified-static/src-fire-bowl-lunch-specials.md,"{""official_url"":""http://www.firebowlwilmington.com/catalog.aspx?cid=1"",""hash_subject"":""extracted_text_or_confirmation_note"",""source_lines"":""official page lines 232-1320"",""http_only_source"":true,""screenshot_file_sha256"":""sha256:0157900dbefc45a1e5bae38bf4fb28a7532c9386a9e8498658daca835bf0ed4a"",""screenshot_file_path"":""app/public/evidence/source-screenshots/src-fire-bowl-lunch-specials.png"",""evidence_file_sha256"":""sha256:894f50279f535db81a3bb74023468552113d7c92653a3e608ea5c3a91bb638b1"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-fire-bowl-lunch-specials.md""}",captured,Fresh official-source check promoted to static public fixture.
cap-wilmington-2026-06-13-melting-pot-events,src-melting-pot-wilmington-events,melting-pot-wilmington,2026-06-13T10:40:00-04:00,codex,manual_official_web_review,https://www.meltingpot.com/wilmington-nc/melting-pot-events.aspx,https://www.meltingpot.com/wilmington-nc/melting-pot-events.aspx,The Melting Pot Wilmington official events page,,2026-06-13,official_website_normalized_text,Official Melting Pot Wilmington events page lists Thursday Thursdate four-course dinner for $59 per person with minimum purchase of two and Monday Military Mondays up to 25% off all food for active duty reserve and retired military; Wilmington address 885 Town Center Dr.,sha256:c0ab8454147d296a50ba9e52f4a6a1519495714cd90cca1fa4c1343c973d8325,app/public/evidence/source-screenshots/src-melting-pot-wilmington-events.png,fixtures/prototype/evidence/verified-static/src-melting-pot-wilmington-events.md,"{""official_url"":""https://www.meltingpot.com/wilmington-nc/melting-pot-events.aspx"",""hash_subject"":""extracted_text_or_confirmation_note"",""source_lines"":""official page lines 47-120"",""restricted_offer"":true,""screenshot_file_sha256"":""sha256:64dd53b5d005a92c052ffcb3e6be338245e456b3c347b8e7a86c6f3394af95e6"",""screenshot_file_path"":""app/public/evidence/source-screenshots/src-melting-pot-wilmington-events.png"",""evidence_file_sha256"":""sha256:b22853ee8d663849aea9f631c5f687296ea25945e9899610199a2373fbdaf9e1"",""evidence_file_path"":""fixtures/prototype/evidence/verified-static/src-melting-pot-wilmington-events.md""}",captured,Fresh official-source check promoted to static public fixture.
