deal_id,candidate_id,restaurant_id,restaurant_name,deal_title,deal_description,public_title,public_description,deal_type,alcohol_classification,days_available,start_time,end_time,start_date,end_date,recurrence,price,discount,minimum_purchase,dine_in,takeout,delivery,happy_hour,source_id,source_capture_id,source_check_id,direct_confirmation_id,source_tier,source_url,source_name,evidence_type,evidence_captured_at,evidence_url_or_path,archive_url_or_path,screenshot_path,source_quote,evidence_summary,content_hash,last_seen_active,last_verified_at,expires_on,next_check_due,confidence_status,workflow_status,mvp_publish_eligible,publish_block_reason,location_scope_status,location_evidence,review_task_id,review_reason,assigned_reviewer,review_decision,decision_reason,reviewed_by,reviewed_at,public_copy_approved,restriction_notes,uncertainty_flags,conflict_detected,conflicting_source_url,validation_notes,added_by,created_at,updated_at,published_at,hidden_at,supersedes_deal_id
,forkcast-cand-20260705-001,capt-n-bill-s-backyard-grill-bill-s-brewing,Capt'n Bill's Backyard Grill / Bill's Brewing,APPy Hour small plates,"APPy Hour 3-5PM with $0.50 wings, $3 chips & salsa, and $6 fried pickle or pepper baskets. Weekend sandwich items from prior research were not reverified in the fetched source.",APPy Hour at Bill's,"$0.50 wings, $3 chips & salsa, and $6 fried pickle or pepper baskets during APPy Hour. Human review required before publishing because recurrence is unresolved.",happy_hour,food,,15:00,17:00,,,recurrence_unconfirmed,$0.50 wings; $3 chips & salsa; $6 fried pickle or pepper baskets,,,,,,true,source:capt-n-bill-s-backyard-grill-bill-s-brewing:20260705,,,,tier_2_official_social,https://www.facebook.com/captnbills/photos/1703370964385362/,Capt'n Bill's Backyard Grill official Facebook,official_social_text,2026-07-05,https://www.facebook.com/captnbills/photos/1703370964385362/,,,APPy hour from 3-5PM featuring …. $0.50 Wings (6 or 12) $3 Chips & Salsa $6 Fried Pickle OR Pepper Baskets We'll see you at Bill's!,Official Facebook/Instagram text confirms APPy Hour item prices and 3-5PM window; official Toast/menu confirms restaurant and location but not recurrence.,0059b56782e97fb7ede925a581f8b6b95df9c8396077d78c6d3589d6534cf73d,2026-07-05,2026-07-05,,,probable,needs_review,false,recurrence_unconfirmed_human_review_required,in_scope_single_location,"Official Toast/source pages list Capt'n Bill's Backyard Grill at 4240 Market St, Wilmington, NC.",review-forkcast-20260705-001,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,Weekend pulled pork/Jammin BLT items from provided candidate were not reverified in fetched official source.,recurrence_not_confirmed;official_social_only;candidate_weekend_items_not_reverified,true,https://www.instagram.com/reel/DChvX3ivoc1/,"A related official Instagram reel snippet included 'today only', so do not treat APPy Hour as recurring without human review.",gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-002,c-street-mexican-grill,C-Street Mexican Grill,Kid Tuesday,Kids eat free every Tuesday after 4PM with purchase of an adult entrée.,Kids Eat Free Tuesday,Kids eat free on Tuesdays after 4PM with an adult entrée purchase. Human review required before publishing.,weekly_special,food,Tuesday,16:00,,,,weekly,kids eat free,free kids meal,adult entrée purchase,,,,false,source:c-street-mexican-grill:20260705,,,,tier_2_official_social,https://www.facebook.com/cstreetmexicangrill/posts/-kids-eat-free-today-after-4-pm-bring-the-family-enjoy-fresh-mexican-favorites-a/1584459159924738/,C-Street Mexican Grill official Facebook,official_social_text,2026-07-05,https://www.facebook.com/cstreetmexicangrill/posts/-kids-eat-free-today-after-4-pm-bring-the-family-enjoy-fresh-mexican-favorites-a/1584459159924738/,,,"Kids eat FREE today after 4 PM! Bring the family, enjoy fresh Mexican favorites, and make Tuesday night delicious.",Official Facebook/Instagram text confirms the kids-eat-free Tuesday offer after 4PM with adult entree purchase.,565b0a2c7b53bfe055230aca1748f35d34c6ccb3173ac164580d4fc85b04970f,2026-07-05,2026-07-05,,,probable,needs_review,false,official_social_only_human_review_required,in_scope_single_location,"Official social page identifies C-Street Mexican Grill in Wilmington, NC.",review-forkcast-20260705-002,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,Requires adult entrée purchase.,official_social_only;exact_end_time_not_stated,false,,Search result snippets also state 'Every Tuesday! Kids eat FREE after 4 PM with an adult entrée.',gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-003,bonita-latin-fusion-and-cocktails,Bonita Latin Fusion & Cocktails,Weekday birria specials,Official Toast currently confirms Weekday Specials category items: $10 Birria Ramen and $10 Birria Tacos. Provided 50% sushi and 3-for-$10 day mapping was not confirmed in the fetched official source.,$10 Birria Weekday Specials,$10 birria ramen and tacos are listed under Bonita's Weekday Specials. Human review required for day mapping and other candidate offers.,weekday_special,food,weekdays,,,,,weekday,$10,,,,,,,source:bonita-latin-fusion-and-cocktails:20260705,,,,tier_1_official,https://www.toasttab.com/local/order/bonita-latin-fusion-cocktails-5-brunswick-st,Bonita Latin Fusion & Cocktails official Toast,toast_ordering_page,2026-07-05,https://www.toasttab.com/local/order/bonita-latin-fusion-cocktails-5-brunswick-st,,,### Weekday Specials $10 Birria Ramen $10.00 $10 Birria Tacos $10.00,Official Toast confirms a Weekday Specials category with $10 birria ramen and $10 birria tacos.,3dfb2b53ed7e6eaa02db2143d7bc5019e0daf420e2f934d546f36f58a40b1cff,2026-07-05,2026-07-05,,,probable,needs_review,false,day_mapping_and_candidate_offer_conflict_human_review_required,in_scope_single_location,"Official Toast/source lists Bonita Latin Fusion & Cocktails at 5 Brunswick St, Wilmington, NC.",review-forkcast-20260705-003,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,Do not include unconfirmed 50% sushi or 3-for-$10 items in public copy without visual/manual review.,day_mapping_not_confirmed;provided_50_percent_sushi_not_confirmed;provided_3_for_10_not_confirmed,true,https://www.toasttab.com/local/order/bonita-latin-fusion-cocktails-5-brunswick-st,The fetched official Toast source did not show the provided 50% sushi or 3-for-$10 mini arepita/taco/tostones mapping.,gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-004,commodore-public-house-and-kitchen,Commodore Public House & Kitchen,Commissary Tuesdays sandwiches,Commissary Tuesdays: all sandwiches $12 with choice of fries.,$12 Sandwiches Tuesday,All sandwiches are $12 with your choice of fries on Commissary Tuesdays. Human review required before publishing.,weekly_special,food,Tuesday,,,,,weekly,$12,,,,,,,source:commodore-public-house-and-kitchen:20260705,,,,tier_2_official_social,https://www.facebook.com/commodoreilm/posts/commissary-tuesdaysall-sandwiches-only-12-with-your-choice-of-fries-including-th/1487092286762643/,Commodore Public House & Kitchen official Facebook,official_social_text,2026-07-05,https://www.facebook.com/commodoreilm/posts/commissary-tuesdaysall-sandwiches-only-12-with-your-choice-of-fries-including-th/1487092286762643/,,,Commissary Tuesdays. All sandwiches only $12 with your choice of fries.,Official Instagram/Facebook text confirms the Tuesday sandwich special and price.,3162a9badb692f381ab79a4c4f1615eed1653d0d872b4670affcbcb622c2e825,2026-07-05,2026-07-05,,,probable,needs_review,false,official_social_only_human_review_required,in_scope_single_location,"Official website/social identify Commodore Public House & Kitchen in Wilmington, NC.",review-forkcast-20260705-004,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,Exact start/end time not stated in fetched source.,exact_time_not_stated;official_social_only,false,,No exact time was stated in the fetched official social source.,gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-005,1504-resto-bar-and-restaurant,1504 Resto Bar & Restaurant,Webo Wednesday $1 wings,Webo Wednesday at 1504 Resto Bar: $1 wings all night. Drink specials in the same source were excluded from food-deal framing.,$1 Wings Wednesday,$1 wings all night on Webo Wednesday. Human review required before publishing.,weekly_special,food,Wednesday,,,,,weekly,$1 wings,,,,,,false,source:1504-resto-bar-and-restaurant:20260705,,,,tier_2_official_social,https://www.instagram.com/reel/DSFZ3_8iRYG/,1504 Resto Bar official Instagram,official_social_text,2026-07-05,https://www.instagram.com/reel/DSFZ3_8iRYG/,,,"WEBO WEDNESDAY at 1504 Resto Bar! $1 Wings ALL NIGHT — Mumbo, Kickin' Honey, BBQ, Garlic Parm & more! $5 Lunazul • Titos • Jack Daniels",Official Instagram/Facebook text confirms $1 Wings all night on Webo Wednesday.,231e30e6d71000eccd2ea2dd0a47efa023018f9b0bfcc92778435ab85437c7cf,2026-07-05,2026-07-05,,,probable,needs_review,false,official_social_only_human_review_required,in_scope_single_location,"Official social text references 2206 Carolina Beach Rd / Wilmington, NC.",review-forkcast-20260705-005,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,Alcohol/drink specials from source quote excluded from public food description.,official_social_only;exact_start_end_time_all_night_only,false,,Food component only captured; do not publish alcohol components in food feed.,gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-006,banh-sai-cargo-district,Banh Sai Cargo District,Specials menu items,Official Toast currently lists a Specials! category including The Kano for $14; Sweet Heat Wings were listed out of stock in the fetched source. Social posts showed conflicting wing prices/recurrence.,Banh Sai Specials,"Official ordering page lists special menu items, but human review is required because some items are out of stock and recurrence is unclear.",menu_special,food,,,,,,recurrence_unconfirmed,$14; $15 item shown out of stock,,,,,,,source:banh-sai-cargo-district:20260705,,,,tier_1_official,https://www.toasttab.com/local/order/banh-sai-cargo-district-2162-wrightsville-avenue,Banh Sai Cargo District official Toast,toast_ordering_page,2026-07-05,https://www.toasttab.com/local/order/banh-sai-cargo-district-2162-wrightsville-avenue,,,"### Specials! * Sweet Heat Wings 10 wings tossed in our sweet heat sauce topped with sesame seeds, green onion, and togarashi served with ranch OUT OF STOCK $15.00 * The Kano Pork Katsu sando with kimchi pimento cheese, hot honey, pickled jalapenos, and Banh Sai aioli on a toasted brioche bun $14.00",Official Toast confirms the Specials! category and item pricing; at least one candidate item was out of stock.,5c90eb9908a1aafbe56fba883ed403f3ee0603e68a67325986a22b8b35f2865a,2026-07-05,2026-07-05,,,probable,needs_review,false,recurrence_unconfirmed_and_stock_status_human_review_required,in_scope_single_location,"Official Toast/source lists Banh Sai Cargo District at 2162 Wrightsville Avenue, Wilmington, NC.",review-forkcast-20260705-006,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,Do not present out-of-stock Sweet Heat Wings as currently available.,recurrence_not_confirmed;sweet_heat_wings_out_of_stock;social_price_conflict,true,https://www.instagram.com/banhsai/,"Official social snippets referenced Wing Wednesday at $17/$18, while Toast listed Sweet Heat Wings at $15 out of stock.",gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-007,farfalla,Farfalla,$5 bar snacks,Farfalla happy hour/bar snack offer: $5 bar snacks Wednesday through Saturday from 5PM to 7PM.,$5 Bar Snacks,$5 bar snacks Wednesday through Saturday from 5PM to 7PM. Human review still required before publication.,happy_hour,food,Wednesday-Saturday,17:00,19:00,,,weekly,$5,,,,,,true,source:farfalla:20260705,,,,tier_1_official,https://www.wearetrueblue.com/farfalla,Farfalla / True Blue official site,webpage_text,2026-07-05,https://www.wearetrueblue.com/farfalla,,,Visit the bar or porch to enjoy their al fresco happy hour: $5 bar snacks Wednesday through Saturday from 5-7pm!,Official Farfalla/True Blue page confirms $5 bar snacks and the Wednesday-Saturday 5-7PM window.,7d66afccd4bec79b7c585ce9bfc63426770bbf9f8ab9000f57056f9e49979be6,2026-07-05,2026-07-05,,,verified,needs_review,false,human_review_required_before_approval,in_scope_single_location,Official source identifies Farfalla in Wilmington/South Front context.,review-forkcast-20260705-007,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,,,false,,Tier-1 official source with exact quote fetched live; still not publish-eligible until human review.,gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-008,the-vine,The Vine,Half-price small plates Wednesday,The Vine lists half-price small plates on Wednesday from 5PM to 9PM.,Half-Price Small Plates,Half-price small plates Wednesday from 5PM to 9PM. Human review required before publishing.,weekly_special,food,Wednesday,17:00,21:00,,,weekly,,1/2 price small plates,,,,,,source:the-vine:20260705,,,,tier_1_official,https://www.thevinewilmington.com/,The Vine official website,webpage_text,2026-07-05,https://www.thevinewilmington.com/,,,1/2 Price Small Plates Wednesday. 5pm - 9pm.,Official website confirms half-price small plates on Wednesdays from 5-9PM.,c5609f332269599e93c04e021a06f8d39ed7a7bc0469af3c3090352480b3ae35,2026-07-05,2026-07-05,,,verified,needs_review,false,human_review_required_before_approval,in_scope_single_location,"Official website identifies The Vine in Wilmington, NC.",review-forkcast-20260705-008,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,,,false,,Tier-1 official source with exact quote fetched live; still not publish-eligible until human review.,gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-009,seaworthy-kitchen-and-bar,Seaworthy Kitchen & Bar,Appy Hour menu,Official Instagram text shows Appy Hour lineup with $4 fish taco and related app items from 3PM to 5:30PM. Provided candidate prices differed and need review.,Seaworthy Appy Hour,Appy Hour food items are shown in official social text. Human review required because prices/window differed from earlier candidate data.,happy_hour,food,,15:00,17:30,,,recurrence_unconfirmed,$4+,,,,,,true,source:seaworthy-kitchen-and-bar:20260705,,,,tier_2_official_social,https://www.instagram.com/p/DRAhcgqEmLE/,Seaworthy Kitchen & Bar official Instagram,official_social_text,2026-07-05,https://www.instagram.com/p/DRAhcgqEmLE/,,,Introducing our “Appy Hour” Lineup… Seaworthy KITCHEN + BAR HAPPY HOUR APP MENU $4 Fish Taco $4 ... Catch us from 3-5:30 pm.,"Official Instagram search result text confirms an Appy Hour menu and 3-5:30PM window, but full item list/prices require visual capture.",6822c6bece8459372eca956cb3375a85a5a778fa3f442832030007014fa24b35,2026-07-05,2026-07-05,,,probable,needs_review,false,official_social_visual_detail_needed_human_review_required,in_scope_single_location,"Official site/social identify Seaworthy Kitchen & Bar in Carolina Beach, NC.",review-forkcast-20260705-009,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,Provided candidate listed $4/$5/$6 pricing and 3-5PM; fetched official social snippet showed 3-5:30PM and partial $4 menu.,full_menu_requires_visual_capture;price_conflict;recurrence_not_confirmed,true,https://www.instagram.com/p/DRAhcgqEmLE/,Do not publish candidate's prior full item/price list until official social image/story is captured and reviewed.,gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
,forkcast-cand-20260705-010,havana-s-restaurant,Havana's Restaurant,Sunday Funday bison burger,Official social text advertises Sunday Funday with $10 bison burgers.,$10 Bison Burger Sunday,$10 bison burgers on Sunday Funday. Human review required before publishing.,weekly_special,food,Sunday,,,,,weekly,$10,,,,,,,source:havana-s-restaurant:20260705,,,,tier_2_official_social,https://www.instagram.com/p/DVWJi5ckwzF/,Havana's Restaurant official Instagram,official_social_text,2026-07-05,https://www.instagram.com/p/DVWJi5ckwzF/,,,"Sunday Funday starts at Havana's Restaurant $10 Bison Burgers – big flavor, bold bites $5 Draft Beer – the perfect pairing, ...",Official Instagram text confirms Sunday Funday $10 bison burgers; official menu confirms bison burger as a menu item.,1a56c64c5dc96054e1c69e24275c2305dd555e22f67e87b324086fe25e304d88,2026-07-05,2026-07-05,,,probable,needs_review,false,official_social_only_human_review_required,in_scope_single_location,"Official website/social identify Havana's Restaurant in Carolina Beach, NC.",review-forkcast-20260705-010,AI intake conversion only; human reviewer must capture/review source evidence before any approval.,,,,,,false,Alcohol component in source quote excluded from public food description.,official_social_only;exact_time_not_stated,false,,Official website confirms the bison burger menu item but not the $10 Sunday deal.,gpt-intake-conversion-2026-07-05,2026-07-05,2026-07-05,,,
