source_capture_id,source_id,restaurant_id,captured_at,captured_by,capture_method,source_url,source_final_url,source_title,source_published_at,source_observed_at,evidence_type,extracted_text_or_confirmation_note,content_hash,screenshot_path,archive_url_or_path,metadata_json,capture_status,notes
cap-forkcast-20260705-001,source:capt-n-bill-s-backyard-grill-bill-s-brewing:20260705,capt-n-bill-s-backyard-grill-bill-s-brewing,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.facebook.com/captnbills/photos/1703370964385362/,https://www.facebook.com/captnbills/photos/1703370964385362/,Capt'n Bill's Backyard Grill official Facebook,,2026-07-05,official_social_text,APPy hour from 3-5PM featuring …. $0.50 Wings (6 or 12) $3 Chips & Salsa $6 Fried Pickle OR Pepper Baskets We'll see you at Bill's!,0059b56782e97fb7ede925a581f8b6b95df9c8396077d78c6d3589d6534cf73d,,,,captured_no_screenshot,Official Facebook/Instagram text confirms APPy Hour item prices and 3-5PM window; official Toast/menu confirms restaurant and location but not recurrence.
cap-forkcast-20260705-002,source:c-street-mexican-grill:20260705,c-street-mexican-grill,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.facebook.com/cstreetmexicangrill/posts/-kids-eat-free-today-after-4-pm-bring-the-family-enjoy-fresh-mexican-favorites-a/1584459159924738/,https://www.facebook.com/cstreetmexicangrill/posts/-kids-eat-free-today-after-4-pm-bring-the-family-enjoy-fresh-mexican-favorites-a/1584459159924738/,C-Street Mexican Grill official Facebook,,2026-07-05,official_social_text,"Kids eat FREE today after 4 PM! Bring the family, enjoy fresh Mexican favorites, and make Tuesday night delicious.",565b0a2c7b53bfe055230aca1748f35d34c6ccb3173ac164580d4fc85b04970f,,,,captured_no_screenshot,Official Facebook/Instagram text confirms the kids-eat-free Tuesday offer after 4PM with adult entree purchase.
cap-forkcast-20260705-003,source:bonita-latin-fusion-and-cocktails:20260705,bonita-latin-fusion-and-cocktails,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.toasttab.com/local/order/bonita-latin-fusion-cocktails-5-brunswick-st,https://www.toasttab.com/local/order/bonita-latin-fusion-cocktails-5-brunswick-st,Bonita Latin Fusion & Cocktails official Toast,,2026-07-05,toast_ordering_page,### Weekday Specials $10 Birria Ramen $10.00 $10 Birria Tacos $10.00,3dfb2b53ed7e6eaa02db2143d7bc5019e0daf420e2f934d546f36f58a40b1cff,,,,captured_no_screenshot,Official Toast confirms a Weekday Specials category with $10 birria ramen and $10 birria tacos.
cap-forkcast-20260705-004,source:commodore-public-house-and-kitchen:20260705,commodore-public-house-and-kitchen,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.facebook.com/commodoreilm/posts/commissary-tuesdaysall-sandwiches-only-12-with-your-choice-of-fries-including-th/1487092286762643/,https://www.facebook.com/commodoreilm/posts/commissary-tuesdaysall-sandwiches-only-12-with-your-choice-of-fries-including-th/1487092286762643/,Commodore Public House & Kitchen official Facebook,,2026-07-05,official_social_text,Commissary Tuesdays. All sandwiches only $12 with your choice of fries.,3162a9badb692f381ab79a4c4f1615eed1653d0d872b4670affcbcb622c2e825,,,,captured_no_screenshot,Official Instagram/Facebook text confirms the Tuesday sandwich special and price.
cap-forkcast-20260705-005,source:1504-resto-bar-and-restaurant:20260705,1504-resto-bar-and-restaurant,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.instagram.com/reel/DSFZ3_8iRYG/,https://www.instagram.com/reel/DSFZ3_8iRYG/,1504 Resto Bar official Instagram,,2026-07-05,official_social_text,"WEBO WEDNESDAY at 1504 Resto Bar! $1 Wings ALL NIGHT — Mumbo, Kickin' Honey, BBQ, Garlic Parm & more! $5 Lunazul • Titos • Jack Daniels",231e30e6d71000eccd2ea2dd0a47efa023018f9b0bfcc92778435ab85437c7cf,,,,captured_no_screenshot,Official Instagram/Facebook text confirms $1 Wings all night on Webo Wednesday.
cap-forkcast-20260705-006,source:banh-sai-cargo-district:20260705,banh-sai-cargo-district,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.toasttab.com/local/order/banh-sai-cargo-district-2162-wrightsville-avenue,https://www.toasttab.com/local/order/banh-sai-cargo-district-2162-wrightsville-avenue,Banh Sai Cargo District official Toast,,2026-07-05,toast_ordering_page,"### Specials! * Sweet Heat Wings 10 wings tossed in our sweet heat sauce topped with sesame seeds, green onion, and togarashi served with ranch OUT OF STOCK $15.00 * The Kano Pork Katsu sando with kimchi pimento cheese, hot honey, pickled jalapenos, and Banh Sai aioli on a toasted brioche bun $14.00",5c90eb9908a1aafbe56fba883ed403f3ee0603e68a67325986a22b8b35f2865a,,,,captured_no_screenshot,Official Toast confirms the Specials! category and item pricing; at least one candidate item was out of stock.
cap-forkcast-20260705-007,source:farfalla:20260705,farfalla,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.wearetrueblue.com/farfalla,https://www.wearetrueblue.com/farfalla,Farfalla / True Blue official site,,2026-07-05,webpage_text,Visit the bar or porch to enjoy their al fresco happy hour: $5 bar snacks Wednesday through Saturday from 5-7pm!,7d66afccd4bec79b7c585ce9bfc63426770bbf9f8ab9000f57056f9e49979be6,,,,captured_no_screenshot,Official Farfalla/True Blue page confirms $5 bar snacks and the Wednesday-Saturday 5-7PM window.
cap-forkcast-20260705-008,source:the-vine:20260705,the-vine,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.thevinewilmington.com/,https://www.thevinewilmington.com/,The Vine official website,,2026-07-05,webpage_text,1/2 Price Small Plates Wednesday. 5pm - 9pm.,c5609f332269599e93c04e021a06f8d39ed7a7bc0469af3c3090352480b3ae35,,,,captured_no_screenshot,Official website confirms half-price small plates on Wednesdays from 5-9PM.
cap-forkcast-20260705-009,source:seaworthy-kitchen-and-bar:20260705,seaworthy-kitchen-and-bar,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.instagram.com/p/DRAhcgqEmLE/,https://www.instagram.com/p/DRAhcgqEmLE/,Seaworthy Kitchen & Bar official Instagram,,2026-07-05,official_social_text,Introducing our “Appy Hour” Lineup… Seaworthy KITCHEN + BAR HAPPY HOUR APP MENU $4 Fish Taco $4 ... Catch us from 3-5:30 pm.,6822c6bece8459372eca956cb3375a85a5a778fa3f442832030007014fa24b35,,,,captured_no_screenshot,"Official Instagram search result text confirms an Appy Hour menu and 3-5:30PM window, but full item list/prices require visual capture."
cap-forkcast-20260705-010,source:havana-s-restaurant:20260705,havana-s-restaurant,2026-07-05,gpt-intake-conversion-2026-07-05,gpt_browsing_fetch,https://www.instagram.com/p/DVWJi5ckwzF/,https://www.instagram.com/p/DVWJi5ckwzF/,Havana's Restaurant official Instagram,,2026-07-05,official_social_text,"Sunday Funday starts at Havana's Restaurant $10 Bison Burgers – big flavor, bold bites $5 Draft Beer – the perfect pairing, ...",1a56c64c5dc96054e1c69e24275c2305dd555e22f67e87b324086fe25e304d88,,,,captured_no_screenshot,Official Instagram text confirms Sunday Funday $10 bison burgers; official menu confirms bison burger as a menu item.
